vendedor,produto,categoria_do_produto,qntd,valor_venda,rank
01cf7e3d21494c41fb86034f2e714fa1,98e91d0f32954dcd8505875bb2b42cdb,climatizacao,15,1019.4,1
01ed254b9ff8407dfb9d99ba1e17d923,d285360f29ac7fd97640bf0baef03de0,relogios_presentes,4,1366.0,1
01fd077212124329bac32490e8ef80d9,c1cf541d5b33a4b04ddc1c3be7aa1c86,beleza_saude,12,488.0,1
01fdefa7697d26ad920e9e0346d4bd1b,b8b426747049f2d3d6e00b486d47dedb,beleza_saude,41,4111.61,1
0241d4d5d36f10f80c644447315af0bd,78efe838c04bbc568be034082200ac20,moveis_decoracao,100,9646.19999999998,1
0249d282d911d23cb8b869ab49c99f53,89de415e2cf869a6b1274f51913f1a49,esporte_lazer,5,108.0,1
024b564ae893ce8e9bfa02c10a401ece,d9894482fba41f536a273ba2276d951f,market_place,1,467.4,1
028872bfa080090a9d0abd4f1af168f8,033fe931444d66d788d53aca5b7b22d5,NULL,1,70.5,1
02a2272692e13558373c66db98f05e2e,f142a5ca78eb112cafbcf29f9a43eca7,telefonia,1,29.99,1
02b72cdeb9cfcc429f1af6f4e3f3b737,b35c8479840135aa13a0f2d6aa8b7f38,bebes,2,258.0,1
02c988090b766852e088c69d7fb3b551,aed4b8c10ee4d129b9db14174ca6f4d9,sinalizacao_e_seguranca,2,361.8,1
02d35243ea2e497335cd0f076b45675d,dc68ee0fcb033a1ab6714fbb5db60c15,moveis_decoracao,12,3636.0,1
02dcd3e8e25bee036e32512bcf175493,abc3c2e40b0c9b7b115a96bc6c919ae1,papelaria,5,582.0,1
02ecc2a19303f05e59ce133fd923fff7,8e50f3c86fefb2bdbb35c8eace423a9d,ferramentas_jardim,2,509.1,1
02f5837340d7eb4f653d676c7256523a,3e4176d545618ed02f382a3057de32b4,malas_acessorios,24,3177.11,1
02f623a8eb246f3c5f7c2f96462654e6,a8bb7885faf316d9a5062d42d2b2fba4,esporte_lazer,8,872.0,1
0307f7565ff85b299b6e5ef162b1b1a9,5c12fb778168a77e3ffc8d7dd7a689fd,perfumaria,2,33.8,1
0336182e1b3e92f029d5354832045fdf,57d9a5d185e8254383504f57c4b8ddcc,moveis_decoracao,1,14.9,1
034b9387752bfa309f350a70cd45ffa3,fa7e460c8ef762c029b4042723e481c7,brinquedos,7,84.0,1
038b75b729c8a9a04b0d07cba7eabe86,28dfc4b48aa78bae6d69b43b2742774d,utilidades_domesticas,2,467.0,1
039b29ff3b3473435d0cd59040575de9,133f594a246e5c52489304a4b5a39830,dvds_blu_ray,3,26.7,1
039e6ad9dae79614493083e241147386,0466aacbd155769293483722a2e5bead,ferramentas_jardim,2,3340.0,1
03a2a6dcbe45d639c4dc2a0d24769c40,53374f156a1ace240c1db1d30de7f110,ferramentas_jardim,2,328.34,1
03bd479e1d9484cdb14104d3023f7321,6a83aaaaace0f050ef46ecf0fbb32854,automotivo,1,119.9,1
0417b067eeab773d2f7061a726dc477f,e7ef7e0bc312196681f8304cf7ddd92e,automotivo,2,259.98,1
042573af89b6d931f672efaf789d8358,d34e60a899ba1091792aa4bbac4cc1df,eletroportateis,1,179.99,1
04308b1ee57b6625f47df1d56f00eedf,af0a99476d96dcc1a1baa7c0d9ff6b9d,beleza_saude,20,10661.0,1
0432ead42b6c8a0bdf68154add917fdf,2d5bb6fc16b9fb75539ddcd93de86aa4,brinquedos,6,544.4,1
044668ccd5316b12a7cf0d54a156e3e9,3e935c981d34489d33ea5c721ab2e14c,alimentos,3,137.8,1
04843805947f0fc584fc1969b6e50fe7,2676f64fccc9174a0c843ecd4dcd44d8,cama_mesa_banho,1,1400.0,1
048c2757535328e0d7dac690ad3c0aae,a2c75a23c2f838881dd4275c0cec519f,fashion_calcados,9,1444.88,1
04aa0a1c5ce6b222003403a3e11c3cc0,b6a1a729d84991c54d232ed0fb0b8deb,automotivo,3,1014.0,1
04aba03279157f6d4e0fe8ccaf21963c,bbe4dfe43d77a5d150ed30618b20db25,beleza_saude,2,319.9,1
04e38a233f726ef161074ab1c9b0399a,bd158bef6c521e26c8af76664c4d167d,bebes,5,183.5,1
04ee0ec01589969663ba5967c0e0bdc0,6bb18295cc019bf3b6dc7c773411d530,artes_e_artesanato,1,289.49,1
04fdea0c111866e6cf812f1570d6b5bd,ee75970e2871fe4204cf7bcdda61d08a,informatica_acessorios,9,855.0,1
0509040ea3fe50071181bbc359eb7738,6a2909ac21d16b721e4795e7e8ff3e68,esporte_lazer,25,667.4,1
052577151711aec5c744fe12e66db3e1,45bb83550ff78aa259858ff41921129a,eletroportateis,4,2748.0,1
054694fa03fe82cec4b7551487331d74,5f1d10ccc8198967ca0278fdfd474a51,eletroportateis,3,1341.0,1
056b4ada5bbc2c50cc7842547dda6b51,c10a7001e8b49dfc03817444b5f2ed81,relogios_presentes,22,2859.78,1
0570350b23eda5444f8d1d9544932058,cd494d8236315646d34e31b09c5f86a4,beleza_saude,3,238.6,1
05730013efda596306417c3b09302475,43506d2b6b5e0535079f88c7dc51c4de,artes_e_artesanato,1,238.0,1
058cb5aeb36d7c0fcae20fc85d5e0a59,d9fcf1be6830bf510f03d9e6c979e4df,malas_acessorios,3,445.5,1
058fd0aa2bfdb2274e05e1ae971dabb6,595fac2a385ac33a80bd5114aec74eb8,perfumaria,18,2271.0,1
05a48cc8859962767935ab9087417fbb,a7b497445896c24d425d100e4f03d8cd,ferramentas_jardim,1,42.9,1
05a940b4ecae36cadfd8e93bd9c43257,5aa4825c48568a0e84cbb5a84fe0b533,informatica_acessorios,2,83.8,1
05aebce0b5c8f0d41b29b686f2d05fd3,5862da8a8a08881304fe2dc5d8671200,ferramentas_jardim,1,40.0,1
05ca864204d09595ae591b93ea9cf93d,74abe2be0a975b4af328f6e69f8a5ea1,consoles_games,1,179.9,1
05d2173d43ea568aa0540eba70d2ca76,83cf2637b3c035693ee58369b791d966,construcao_ferramentas_construcao,7,406.0,1
05e107217c7266362fd44b75b2cd4cc4,0d43f8d3ba891d985e8087bf048d3f85,papelaria,3,85.58,1
05f51e13da97139648b8125c31e5f51b,7af541d714ea3db608971a40b8f507cb,bebes,9,4159.0,1
05feb94f19d094d4b0f9281f0b1d4c99,4d0322b5ddf89ce6a3564aca2e261a3a,ferramentas_jardim,4,6727.0,1
05ff92fedb5be47920fea08e501238b9,61a4100ccd6d9c4c808a1fd954ddb8ad,eletroportateis,11,5834.14,1
062c325cd6a2b87845fab56b4ec2eeae,214b2d4bc9a6b09243f5e27b9fa96d4a,papelaria,1,95.34,1
062ce95fa2ad4dfaedfc79260130565f,cd82271424be9568801391194697361c,cama_mesa_banho,13,544.7,1
06532f10282704ef4c69168b914b77be,c1fe1d0cdc60f0908dd825d2a096f85a,ferramentas_jardim,2,2830.0,1
06579cb253ecd5a3a12a9e6eb6bf8f47,11dcc970f7a5581e1bf777b6da3f7096,utilidades_domesticas,31,2362.6,1
066a6914e1ebf3ea95a216c73a986b91,d41d8cd98f00b204e9800998ecf8427e,automotivo,8,2019.3,1
0691148aee60ca47977c187804f935ae,ca8b9b8192b5fd79de43cf6480c6cdeb,esporte_lazer,5,215.4,1
0692610d8abe24f287e9fae90ea0bbee,f8e7dd70e57e37ce842cf20160e56df5,moveis_decoracao,2,43.0,1
06a2c3af7b3aee5d69171b0e14f0ee87,19c91ef95d509ea33eda93495c4d3481,beleza_saude,155,18889.44,1
06bb3a2fe5e7b7a845b13e8fb91bd944,8a4505505378c8f5d983f3201e9c25da,beleza_saude,3,253.7,1
06df0c10d34e459d9672bc77388742eb,0bbdc963004d9b2fd3427ee3c5ae3608,esporte_lazer,26,9070.0,1
06e5eefc71ec47ae763c5c6f8db7064f,3006b8f5b476750a03137c1b2755cea1,informatica_acessorios,15,2023.41,1
07017df32dc5f2f1d2801e579548d620,027bb42a4ef22da4c7a80ecf9c60ba0c,telefonia,4,339.5,1
070d165398b553f3b4b851c216b8a358,efcef300fe9b2c558a8ea258127f6e6f,pet_shop,12,839.86,1
0725b8c0f3f906e58f70cbe76b7c748c,16ce899c7af0c99f46948734a0d00f0f,papelaria,3,796.1,1
0743a0239d764b9a0f959a57d07e36ab,394ccaadf8429703362e1796dccbf4d9,alimentos,3,287.97,1
0747d5bb69f0586cc869d8af4c50f93e,ddc01db3147c02cb8f547ac87da1718f,perfumaria,3,26.7,1
0761743cbffb25d7148189e9f1a5f03a,5fea1628f3d9680db59c20a4d80c221f,beleza_saude,1,175.8,1
077c5fae4bea9500e3737b16f71b9d3a,5aadf21c27e505224812c9b055031c73,utilidades_domesticas,2,10.8,1
0791d9fc1e30678ecf03d3e55fa108d3,6e649da572cb3e7bd20ef7203d43829c,utilidades_domesticas,3,312.0,1
079d295dcbf06ee8bb1b65ba964eb2b6,aeb767ca82c5a6cca8bbac33c4e21579,construcao_ferramentas_construcao,2,232.0,1
07a9bc7f61396b658ddf3ac534efe44c,5c5f3e091101bea69642eb3dd145b17d,brinquedos,1,119.9,1
07bf9669d84d1f11be443a9dd938f698,d73378cc66536ea4da8b4026e23ec2cf,moveis_cozinha_area_de_servico_jantar_e_jardim,3,192.0,1
07d75e33f2750d97d467fb57e4dfdd8a,3faabbe96a14a10e0ef007fc3ce38708,informatica_acessorios,1,699.9,1
07de60b03d150fb3ea09eab5da5e4c8b,a883c6cc6b971869a2c962f76fb73ab1,cama_mesa_banho,5,359.5,1
07e8e8fc5222bb358e6f259da3197074,28b04f8634b7c9c6e3a41fbd0271e295,NULL,1,25.9,1
080102cd0a76b09e0dcf55fcacc60e05,94a6c010ef78e62cab34c6caf0a69b5f,consoles_games,11,156.5,1
080199a181c46c657dc5aa235411be3b,74985eecf05f5ef2d7e4c59156454e2c,automotivo,7,1256.43,1
08061dc0fc165ed41288cc7acde738ee,8afee64dc809d5e833ae113a81774ddc,informatica_acessorios,2,15.8,1
08084d990eb3f53af056ccbc1730c8a7,9c31382f02ac001fe1a33a466471d98c,eletronicos,7,203.7,1
081acf3de680d554796c9cf041be7bc2,f879fadd73c7b81f0b278dacc880cf08,moveis_decoracao,1,599.9,1
082e0bf4cb865a6533b1e8e498cc0255,1d8ff272f4ff5248bde1358ef928713f,ferramentas_jardim,2,249.4,1
085f6f7e049c996695fb2074fe38d45e,be4759b234eb97ef5af31ef0ccd0498e,esporte_lazer,1,140.9,1
08633c14ef2db992c11f840f04fad4cd,781afe929e3016a667f5f439afd55fce,esporte_lazer,48,6416.69999999999,1
0873d9f8f36123f8d910f4760e788cfb,b1035b3d307f0aeb6157fdd3e09f8119,telefonia,1,1520.88,1
0885aaf116795758dfeb5f1032487bcd,cd2c0529e45020c77a7c05b4ef2408fd,cama_mesa_banho,4,279.6,1
0887a9f087bcd5d9f6642b52f897fc6c,430d215740da7fdda91cc938f8fd92f6,telefonia,7,729.0,1
08ad4ac1388e4420ca531c3edfc46198,f63e5eb82736ac58d9d286f64fe5c44f,pet_shop,2,77.97,1
08cdbae123ff67ca4e36d9d641ce0119,b6106bf3d09b8fdd33c3a9559da43145,moveis_sala,2,1840.0,1
08d0949a9a17c027262db1f3c450c26c,1cdbe059c1ca8e6b8e3c595c382afd56,moveis_decoracao,3,89.7,1
08d1c9478fb0d7d7fcac9c0da4e82fc7,f000b8e179dc162f26046103cd109ea3,moveis_decoracao,1,538.0,1
08d2d642cf72b622b14dde1d2f5eb2f5,0f1734abf5ee5d3b99353b7ccb117426,relogios_presentes,5,89.5,1
08f5819815f3d06545011850bd70f0a8,9db80a1001d694e578f7e4ed77db792e,beleza_saude,1,158.0,1
091065b789659bc3cd9af9cb3a6253ff,1c3122302b284dc602555cee331847da,cool_stuff,2,1359.0,1
0936e1837d0c79253456bbb2ffaaef10,ecb624b552f939e58c7881de58ece085,ferramentas_jardim,1,38.9,1
093805f8f2aeb63881444571e1f48f30,4dddd45aa241530edb5412e8846361fa,beleza_saude,5,199.5,1
094ced053e257ae8cae57205592d6712,1c47e837f2780378d8485d04ab83a45d,beleza_saude,4,183.6,1
0951a6e282947e09cd47969f4ed0b47f,67e927f7378303fc91ee4c3fc301bf5a,perfumaria,6,474.3,1
09883d9ab71c8fe8a9bfc7fc3075b07e,c0b677cf65712618cd0d86b9303aa61c,beleza_saude,1,79.9,1
099095b050cfe8eb1ddff5317587e96e,ad3cad415b6ec472fcdeff903a4a2567,utilidades_domesticas,3,342.96,1
09bad886111255c5b5030314fc7f1a4a,cbf96c04205dc933b89e025748c2a057,artes,5,487.5,1
09f952a5f58d2285b0372551ae8f9b01,f521813909e310116b6b2f0b11f3dd44,moveis_decoracao,15,1600.0,1
0a198e95d32b1be2da9424c962a6ebfa,f0788219c3d63c6183bbca7699ca9608,ferramentas_jardim,1,69.99,1
0a82f5fb06a4fe4ac2cf7cb412ec71b8,4a5088fa8aec7bc653cb9cd2c30039ae,construcao_ferramentas_construcao,1,273.0,1
0a85ebe4e328db81ac9109781205e2f7,6dbee6015717e50868e393e9bc6714f8,moveis_decoracao,2,120.0,1
0aa124728afc1131dff5655f4c6f487b,26028d8fc5ad4bb87ebc3675d49b2ae9,esporte_lazer,1,799.0,1
0aa2205ca24f113f4658a5c536667426,a29c32ba19cb3a3a0a8184fd9f8cb6b7,papelaria,2,255.92,1
0ac4201fda2c68ebc0e47cb9423cf3c9,a41d9e51c365f6e2f5eb1f98fa4097eb,beleza_saude,7,279.93,1
0ad80de75c811326389cfb1daba7d45e,6d0663c395a253a37880561557f660e1,brinquedos,1,369.9,1
0adac9fbd9a2b63cccaac4f8756c1ca8,43944a8f8f0b7ae86b6c3d3c2f257375,eletrodomesticos,10,6990.0,1
0ade5cc4a305ed7093a23f68ca47519c,226ed57b23d44cff0ee5aabd9f268fd8,automotivo,1,79.89,1
0aea4c6ae1505b3228ddf3dd7822ee5b,e2033444b9e15775ad3817491401084e,relogios_presentes,1,278.98,1
0af2ab31141893d26aca5a404a537dab,313d98472cf2ff8d80bcccbed7bed6b1,informatica_acessorios,1,59.0,1
0af977692321d895349eded183341d28,83ad269665a5be4f1e69a2f13ab39553,pet_shop,1,165.75,1
0afccdb8a34ee5c79f7c06faf2b4d56e,9ac3471b9357338ea8054108a00389e3,telefonia,7,363.3,1
0b09101900100c0e9d312861fad5a1b9,63cbf4066cf395d6634831160ddacbbd,moveis_decoracao,1,153.75,1
0b0ddbc7b9d9584f442c7ac92b0ff6c9,b3f1e0023ba728711006866a37f62b19,automotivo,1,699.99,1
0b18d63d0cd1d723567903fd34a07df2,d9037da9324cfb783ad04fb720ea11d0,automotivo,1,359.8,1
0b1ca3ef18a63d7eb0c8897fa0849c08,6647429facfcec3f6bb7162c85985c6b,beleza_saude,1,55.0,1
0b35c634521043bf4b47e21547b99ab5,4a5c3967bfd3629fe07ef4d0cc8c3818,construcao_ferramentas_construcao,7,719.3,1
0b36063d5818f81ccb94b54adfaebbf5,37eb69aca8718e843d897aa7b82f462d,ferramentas_jardim,1,765.0,1
0b3f27369a4d8df98f7eb91077e438ac,c3d0861113018ae43eaf47fcf5f0229b,moveis_decoracao,1,98.67,1
0b46f784306be7200ca1700aa55d819f,d7e07e9115cc56616d76a46cbc3e7c60,automotivo,1,19.9,1
0b64bcdb0784abc139af04077d49a20e,2ada8214e59b86de70b03d8f03894c93,beleza_saude,3,107.7,1
0b90b6df587eb83608a64ea8b390cf07,e53e557d5a159f5aa2c5e995dfdf244b,informatica_acessorios,34,3540.68,1
0bae85eb84b9fb3bd773911e89288d54,72d3bf1d3a790f8874096fcf860e3eff,brinquedos,28,1237.99,1
0bb27263628258b8111a0262769fa9db,b2cadfc2d6da74fba3a372470641ba61,utilidades_domesticas,1,22.2,1
0bb738e4d789e63e2267697c42d35a2d,4cafc445fc7535c3b41b8978c0ce68dc,industria_comercio_e_negocios,15,1246.7,1
0be8ff43f22e456b4e0371b2245e4d01,f0f464c1300173b9ed4aeacf16840936,malas_acessorios,4,506.6,1
0bebbb2cea103a4a020c95d43fd7d754,7c88ed4fc8c3ae3a1e08a074cbfc9a88,beleza_saude,1,217.9,1
0bf0150d5b9d60d9cd2906003332f085,9a29b754b7fc0aa8eeb990103fcea4fc,moveis_decoracao,8,1777.7,1
0bfd0b434243adc5c2e1aa6baf19c6aa,87ac501420e10a4e559d1094f172eb63,malas_acessorios,1,97.5,1
0c7533c71df861ec58ad7ff999ed0e8d,01ff1ff8aa5dec93e9938b989393a4ca,perfumaria,7,370.4,1
0c7f30ae9b147eca07affbef92832a6a,ad183bca8419cc4a34c0ed87d44b07c7,informatica_acessorios,2,159.8,1
0c8380b62e38e8a1e6adbeba7eb9688c,7721582bb750762d81850267d19881c1,cama_mesa_banho,12,773.49,1
0cab2da43793a6f3c5ed8514c5f54627,dca6d5a73e0fb3c97e3fa17fa7f928d7,papelaria,2,239.8,1
0cbcee27c791afa0cdcb08587a2013a8,e24f73b7631ee3fbb2ab700a9acaa258,fashion_bolsas_e_acessorios,17,2172.0,1
0d33a55da925bbf1ff02af5f6059fc7f,6d68112743e7ed2de3932554b033f544,livros_tecnicos,6,168.0,1
0d4c8269e7f0401201794deef160edd6,4d176a016a49d75b92aab5ebf0373d66,automotivo,1,225.99,1
0d83f8e03188682112cc0d93523705cc,f5cb4f19ca215fb34aef190918d45f46,informatica_acessorios,3,516.3,1
0d85bbda9889ce1f7e63778d24f346eb,d189fbf8b5d79a670cebcaaad68d77b2,papelaria,25,1507.5,1
0daf5180aa44356f60f8effa533b55a2,dc582e9ac5036846acfeeb3093b17aa7,perfumaria,1,104.9,1
0db783cfcd3b73998abc6e10e59a102f,8c5876b1c7768217964f353bc7e64393,telefonia,57,2894.6,1
0dd184061fb0eaa7ca37932c68ab91c5,30ac6df06dc59ad72cf2f158fc2d904c,utilidades_domesticas,46,6262.0,1
0ddefe3c7a032b91f4e25b9c3a08fca1,43f224fb79bae5b22585eb868fe3b84b,artes_e_artesanato,2,99.8,1
0df3984f9dfb3d49ac6366acbd3bbb85,921d31a1daa51460b7a95ea5f3ab64d5,beleza_saude,26,2511.0,1
0dfbed20065e425d2eaefb101f9816c0,0f2c1048222e26ef6d48bed2dc676a9b,bebes,2,50.36,1
0e44d110fa6a54e121cb2c095a77762f,31b4eff484cd1e463ed3ee1a566f84c0,papelaria,2,68.16,1
0e72c1a751b496722a6cb1f10653b62a,3688427aeccf5d04ba3b89a068005b6f,brinquedos,1,69.9,1
0e982cff76cc0579f632cea8a0e38c9d,d23a564a7cd43e5169246cc8d2c8c5db,instrumentos_musicais,1,338.52,1
0ea22c1cfbdc755f86b9b54b39c16043,e456721fdab66b576664c035ad183965,fashion_bolsas_e_acessorios,15,448.5,1
0eaa7e33d73809f1f925f7d07c506cbd,2715967684d6991f7501693bfe08c08b,brinquedos,3,135.0,1
0ebd97a106433a45a4aebe57c1799778,a7d756e8f7c4b7e5b679e248a57d91ec,fashion_bolsas_e_acessorios,10,899.0,1
0ec28cec4046a4a199b6de9b4c891d97,20e5b387f4e760842c0aeaaca8daf4fa,beleza_saude,2,149.7,1
0ed6ce5d87fd9c69eaacaeb778d67235,658fc236815a88341f858edcdb0ec78a,utilidades_domesticas,7,510.3,1
0ee4fb99ac55ffbbc98795aa01b7f8fa,199f076c011ea5e8b546bff05d4f2477,moveis_decoracao,1,59.9,1
0ef83d7d83ed97cd2a0049ac8be5f88a,719d571299707561c34ba04ab867b32a,beleza_saude,27,1748.95,1
0f0c984a4a955310903b6b6008660bad,d4a9f03055ff0e12e1821a706f554322,esporte_lazer,1,138.0,1
0f519b0d2e5eb2227c93dd25038bfc01,daf9915404caf75fa1717a436b46fa14,moveis_decoracao,1,79.9,1
0f7eea709efdf942b5f95c7516dbacd7,e0b9f1ae7c2469feb2555a5d42e2fe53,beleza_saude,2,73.07,1
0f80a40c312b2472dca482cf50f5186f,b0d010ca0b17fe7e3587343f2c68be43,perfumaria,1,129.9,1
0f94588695d71662beec8d883ffacf09,4b90d2bd65c83d4ad8a370c2cd3f277c,artes,1,9.0,1
0fe2d9733ed841eb064503920015a8c0,376dbd64a8f0b17e74d40183e12f2f8e,automotivo,1,189.88,1
0ff83046c3fa22efee8ecf291888b191,87fcf2104f6c632428115466bab2c16b,esporte_lazer,3,209.7,1
0ffa40d54288e4f3499b8780dd0f144f,b44ac72ece514e2e7985803cf7cefbc5,livros_tecnicos,4,88.0,1
10076e5788b8ee532724bcd460baf762,85df978207ed4024ea16570dbb64fd6e,cool_stuff,7,168.0,1
10089e9f2fd0c668a8fd4e52e1698888,1fad46b84ac1748ff47bf2d703565a7a,climatizacao,1,430.0,1
101921376b577a4540dc30e9009133ca,86133a7d6682fcb51debce06e6514f93,cool_stuff,1,373.0,1
101a3a003516bc11253298b2fad3cb65,dd231637766e756fd1cf2fd80501fce1,fashion_roupa_masculina,4,210.0,1
1025f0e2d44d7041d6cf58b6550e0bfa,b532349fe46b38fbc7bb3914c1bdae07,moveis_decoracao,76,6162.11,1
10264f60a8f0a4d2f30810f5c661c673,c4a235a34fa3361e6746f11175504a94,beleza_saude,3,224.7,1
1099a00e0ee3a50935e6c2447ca090c5,62fbbb0a6ac63ddc705968f95f5fb788,climatizacao,1,299.9,1
10cdd491d1dbea8fb4ead97b19c334ce,78afca59cc52394bc61491aa56f77d6e,pet_shop,2,180.0,1
10ff823eda2b032e2c93d17a7d294736,8dfb264673631eed595f12828b0ff2c6,automotivo,2,379.98,1
112453736dbe3889cfb74e1aaa0ba0c1,afdb06ebeca917512783bcbaa8ed28c0,automotivo,6,1620.0,1
1127b7f2594683f2510f1c2c834a486b,6fb42788c5ef9affaa2fec30ca8b6053,ferramentas_jardim,9,145.53,1
11305281b50fff20ae8bb473f8e11876,186052b3f166a0f7227e78b2d27652d3,casa_conforto,8,1389.91,1
113e3a788b935f48aad63e1c41dac1bd,ac50a885bf3b6a817bf6a0a2f1e27af4,artigos_de_natal,7,138.81,1
116ccb1a1604bc88e4d234a8c23f33de,db8d62bf1bf1d2dd880c99b88ebff3fb,automotivo,7,130.0,1
11742f81550ac064cc9a40f67151d9ad,de170bfa7e0f492c75a0f270fc44f629,climatizacao,1,412.0,1
117cfc326c6d50da67ca858ff5c0c852,08c63555bbee955cad9c6a9feab9e9d4,utilidades_domesticas,4,379.6,1
11938fcc75f6902fea1d0a6f72b54a57,5ad97c18f1705aac59da3384ba9d8f43,cama_mesa_banho,1,344.99,1
119c7f1a00ef43fad0e57604e76a747c,f7ed5567fe5b3e1c257886976714043d,beleza_saude,1,149.9,1
119d1aef1b4144adba89163f6cd9f5d4,4fcac8e09620cd87a5e5283e6748da67,moveis_decoracao,2,596.0,1
11bfa66332777660bd0640ee84d47006,b756577e274d3a4793fc27209d7072db,beleza_saude,11,153.86,1
11d4c477d09821164bca4f70a2eae031,84c79830527ae823029ee6b904cf948c,construcao_ferramentas_jardim,2,65.4,1
11eac105f3f90a9b87b19c89d91e24f3,eb0db7338f21fb5467875d41aaebe7b3,cool_stuff,2,276.0,1
11fb6f6d341adbe19e81733701704635,f8763c8e0ef828c6d393b091888f9eb8,cama_mesa_banho,3,1197.0,1
120476eb7a04c149d14772edaf5d9bf2,25c609f360a2c4de3b112e3fd9a16a24,automotivo,1,1280.0,1
1284de4ae8aa26997e748c851557cf0e,4de0f4caa802cd42528a25232c915283,relogios_presentes,1,749.99,1
128639473a139ac0f3e5f5ade55873a5,6a8631b72a2f8729b91514db87e771c0,eletronicos,57,1651.8,1
128f9bfbe4c7d5185033914b1de3d39a,6480f3f31b23d41c1b8ad051c201b244,beleza_saude,3,513.0,1
12a8eb0f8d1cd3270695bf2a99f55966,521e6ee10253492c99b97a77007036a0,malas_acessorios,1,262.0,1
12b9676b00f60f3b700e83af21824c0e,5328338cfaa16ba10561cd970c73ca11,cool_stuff,35,7004.0,1
12c2ed9cded6138cf0c75f525f565fc7,48cd33248ca35fac04a3b751ac966810,cama_mesa_banho,1,99.99,1
13074f016982ff2bd6c58ced8682f000,3347f12bccb00487d0d9aec54dc1037d,moveis_cozinha_area_de_servico_jantar_e_jardim,7,932.0,1
131fcb0a0c9a47bba4474aacff0f14b7,4d071a22b9cc548b64a75075a4c63151,eletrodomesticos,3,318.8,1
1336efc61c316ddf92c899eb817f7cae,8f9eb414b31a9433e8c89178813a2072,pet_shop,4,277.0,1
134285d1f41da5c13a756ee8142c8a4e,a861d5c0df81a446e7e60ddb33ec0659,automotivo,2,1496.7,1
134a288e7de827ec5ec62e3ec9c3a295,761a7d7da15ca2d6f0aaf29e22bd1479,livros_tecnicos,3,266.5,1
134b867a0f7f8bbe6abf10f91874891e,a84a9be4cdf0d5dbd36103b1e1ebc82f,automotivo,1,789.89,1
13511db12ac61e2f89c53b72a944a60b,14814051ee1f5b23865b40f70a259d59,cama_mesa_banho,2,268.0,1
1352e06ae67b410cdae0b2a22361167b,77f896a49e4b52c7886411acf219f98f,relogios_presentes,2,518.0,1
1354d51653f645349064725ed204e85e,3438c2b09f5a1bb1ed623d3fecafe3b9,moveis_decoracao,3,320.0,1
138dbe45fc62f1e244378131a6801526,5099f7000472b634fea8304448d20825,beleza_saude,7,133.3,1
139157dd4daa45c25b0807ffff348363,0c90ffc8c44fe5d3e020002cc4da9496,livros_tecnicos,1,29.9,1
